--------- beginning of main
--------- beginning of system
08-05 17:34:53.576  2950 20409 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feeds/?update_counts=true
08-05 17:35:54.164  2950 20649 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:35:54.453  2950 20649 D CustomInterceptor: HEADER RESPONSE
08-05 17:35:54.453  2950 20649 D CustomInterceptor: accept-ranges bytes
08-05 17:35:54.453  2950 20649 D CustomInterceptor: access-control-allow-headers X-Requested-With
08-05 17:35:54.453  2950 20649 D CustomInterceptor: access-control-allow-origin *
08-05 17:35:54.453  2950 20649 D CustomInterceptor: cache-control public, max-age=31557600
08-05 17:35:54.453  2950 20649 D CustomInterceptor: content-length 56376
08-05 17:35:54.453  2950 20649 D CustomInterceptor: content-type image/jpeg
08-05 17:35:54.454  2950 20649 D CustomInterceptor: date Wed, 05 Aug 2020 15:35:50 GMT
08-05 17:35:54.454  2950 20649 D CustomInterceptor: etag "437a696a349f51922bbe425cbbf1673b"
08-05 17:35:54.454  2950 20649 D CustomInterceptor: last-modified Wed, 05 Aug 2020 06:57:57 GMT
08-05 17:35:54.454  2950 20649 D CustomInterceptor: server nginx
08-05 17:35:54.454  2950 20649 D CustomInterceptor: server-timing akam;dur=33;start=2020-07-28T09:12:08.228Z;total=491;desc=miss,rtt;dur=0
08-05 17:35:54.454  2950 20649 D CustomInterceptor: status 200 OK
08-05 17:35:54.454  2950 20649 D CustomInterceptor: timing-allow-origin *
08-05 17:35:54.454  2950 20649 D CustomInterceptor: vary User-Agent
08-05 17:35:54.454  2950 20649 D CustomInterceptor: via 1.1 varnish
08-05 17:35:54.454  2950 20649 D CustomInterceptor: x-cache HIT, HIT
08-05 17:35:54.454  2950 20649 D CustomInterceptor: x-cache-hits 1, 1
08-05 17:35:54.454  2950 20649 D CustomInterceptor: x-cld-vary User-Agent
08-05 17:35:54.454  2950 20649 D CustomInterceptor: x-request-id 6b3617c9242430f089caa1d322b343a6
08-05 17:35:54.454  2950 20649 D CustomInterceptor: x-served-by cache-bwi5143-BWI, cache-ams21045-AMS
08-05 17:35:54.454  2950 20649 D CustomInterceptor: x-timer S1595958603.517924,VS0,VE1
08-05 17:35:54.454  2950 20649 D CustomInterceptor: CACHEABLE true
08-05 17:35:54.454  2950 20649 D CustomInterceptor: REQ https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-quit-after-covid.jpg
08-05 17:35:54.454  2950 20649 D CustomInterceptor: REQ_SERV_BY net
08-05 17:35:54.455  2950 20649 D CustomInterceptor: PREFLIB Adding response to lrucache - https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-quit-after-covid.jpg
08-05 17:35:54.470  2950 20649 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 17:35:54.706  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:35:54.709  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:55.140  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 17:35:55.141  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:35:55.141  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:55.141  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:35:55.141  2950 21299 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 17:35:55.141  2950 21299 D CustomInterceptor: CACHED STATS: size = '10', maxSize = '100', hitCount = '12', createCount = '0', putCount = '10', evictionCount = '0', missCount = '36', toString = 'LruCache[maxSize=100,hits=12,misses=36,hitRate=25%]', 
08-05 17:35:55.141  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:35:55.579  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:35:55.582  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:57.488  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 17:35:57.489  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:35:57.489  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:57.489  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:35:57.489  2950 21299 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 17:35:57.489  2950 21299 D CustomInterceptor: CACHED STATS: size = '10', maxSize = '100', hitCount = '12', createCount = '0', putCount = '10', evictionCount = '0', missCount = '37', toString = 'LruCache[maxSize=100,hits=12,misses=37,hitRate=24%]', 
08-05 17:35:57.489  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:35:58.037  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:35:58.041  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:01.447  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 17:36:01.450  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:01.450  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:01.450  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:01.450  2950 21299 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 17:36:01.450  2950 21299 D CustomInterceptor: CACHED STATS: size = '10', maxSize = '100', hitCount = '12', createCount = '0', putCount = '10', evictionCount = '0', missCount = '38', toString = 'LruCache[maxSize=100,hits=12,misses=38,hitRate=24%]', 
08-05 17:36:01.451  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:36:02.039  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:02.044  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:02.469  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/social/river_stories?order=newest&page=1&read_filter=all
08-05 17:36:02.470  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:02.470  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:02.470  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:02.470  2950 21299 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 17:36:02.470  2950 21299 D CustomInterceptor: CACHED STATS: size = '10', maxSize = '100', hitCount = '12', createCount = '0', putCount = '10', evictionCount = '0', missCount = '39', toString = 'LruCache[maxSize=100,hits=12,misses=39,hitRate=23%]', 
08-05 17:36:02.471  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:36:02.959  2950 21299 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-05 17:36:02.960  2950 21299 D CustomInterceptor: HEADER RESPONSE
08-05 17:36:02.960  2950 21299 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-05 17:36:02.961  2950 21299 D CustomInterceptor: Connection close
08-05 17:36:02.961  2950 21299 D CustomInterceptor: Content-Type application/json
08-05 17:36:02.961  2950 21299 D CustomInterceptor: Date Wed, 05 Aug 2020 15:35:59 GMT
08-05 17:36:02.961  2950 21299 D CustomInterceptor: Expires Wed, 05 Aug 2020 15:41:02 GMT+00:00
08-05 17:36:02.961  2950 21299 D CustomInterceptor: Server gunicorn/19.7.0
08-05 17:36:02.961  2950 21299 D CustomInterceptor: Strict-Transport-Security max-age=0; includeSubDomains
08-05 17:36:02.961  2950 21299 D CustomInterceptor: Transfer-Encoding chunked
08-05 17:36:02.961  2950 21299 D CustomInterceptor: Vary Cookie
08-05 17:36:02.961  2950 21299 D CustomInterceptor: X-gunicorn-server app04
08-05 17:36:02.961  2950 21299 D CustomInterceptor: X-Homer Kids, kids. I'm not going to die. That only happens to bad people.
08-05 17:36:02.961  2950 21299 D CustomInterceptor: CACHEABLE true
08-05 17:36:02.961  2950 21299 D CustomInterceptor: REQ https://www.newsblur.com/social/river_stories?order=newest&page=1&read_filter=all
08-05 17:36:02.961  2950 21299 D CustomInterceptor: REQ_SERV_BY net
08-05 17:36:02.962  2950 21299 D CustomInterceptor: PREFLIB Adding response to lrucache - https://www.newsblur.com/social/river_stories?order=newest&page=1&read_filter=all
08-05 17:36:02.965  2950 21299 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 17:36:02.983  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:36:02.983  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:02.983  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:02.983  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:02.983  2950 21299 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '40', toString = 'LruCache[maxSize=100,hits=13,misses=40,hitRate=24%]', 
08-05 17:36:02.983  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:36:03.350  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:03.354  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:05.293  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:36:05.294  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:05.294  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:05.294  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:05.294  2950 21299 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '41', toString = 'LruCache[maxSize=100,hits=13,misses=41,hitRate=24%]', 
08-05 17:36:05.294  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:36:05.812  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:05.815  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:09.244  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:36:09.244  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:09.244  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:09.244  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:09.245  2950 21299 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '42', toString = 'LruCache[maxSize=100,hits=13,misses=42,hitRate=23%]', 
08-05 17:36:09.245  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:36:09.825  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:09.837  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:10.255  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:36:10.255  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:10.255  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:10.256  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:10.256  2950 21299 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '43', toString = 'LruCache[maxSize=100,hits=13,misses=43,hitRate=23%]', 
08-05 17:36:10.256  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:36:10.604  2950 20648 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 17:36:10.606  2950 20648 D CustomInterceptor: HEADER REQUEST
08-05 17:36:10.606  2950 20648 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:10.606  2950 20648 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '44', toString = 'LruCache[maxSize=100,hits=13,misses=44,hitRate=22%]', 
08-05 17:36:10.609  2950 20648 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:36:10.621  2950 20647 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 17:36:10.623  2950 20647 D CustomInterceptor: HEADER REQUEST
08-05 17:36:10.623  2950 20647 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:10.623  2950 20647 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '45', toString = 'LruCache[maxSize=100,hits=13,misses=45,hitRate=22%]', 
08-05 17:36:10.623  2950 20647 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:36:10.630  2950 20652 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 17:36:10.632  2950 20652 D CustomInterceptor: HEADER REQUEST
08-05 17:36:10.632  2950 20652 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:10.632  2950 20652 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '46', toString = 'LruCache[maxSize=100,hits=13,misses=46,hitRate=22%]', 
08-05 17:36:10.633  2950 20652 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:36:10.634  2950 20646 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 17:36:10.636  2950 20646 D CustomInterceptor: HEADER REQUEST
08-05 17:36:10.637  2950 20646 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:10.637  2950 20646 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '47', toString = 'LruCache[maxSize=100,hits=13,misses=47,hitRate=21%]', 
08-05 17:36:10.637  2950 20646 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:36:10.686  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:10.693  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:11.467  2950 20650 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 17:36:11.470  2950 20650 D CustomInterceptor: HEADER REQUEST
08-05 17:36:11.470  2950 20650 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:11.471  2950 20650 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '48', toString = 'LruCache[maxSize=100,hits=13,misses=48,hitRate=21%]', 
08-05 17:36:11.471  2950 20650 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:36:11.494  2950 20645 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 17:36:11.497  2950 20645 D CustomInterceptor: HEADER REQUEST
08-05 17:36:11.497  2950 20645 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:11.497  2950 20645 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '49', toString = 'LruCache[maxSize=100,hits=13,misses=49,hitRate=20%]', 
08-05 17:36:11.497  2950 20645 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:36:12.643  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:36:12.643  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:12.643  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:12.643  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:12.644  2950 21299 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '50', toString = 'LruCache[maxSize=100,hits=13,misses=50,hitRate=20%]', 
08-05 17:36:12.644  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:36:13.197  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:13.203  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:16.598  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:36:16.598  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:16.598  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:16.598  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:16.599  2950 21299 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '51', toString = 'LruCache[maxSize=100,hits=13,misses=51,hitRate=20%]', 
08-05 17:36:16.599  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:36:17.208  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:17.214  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:17.722  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:36:17.722  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:17.722  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:17.722  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:17.722  2950 21299 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '52', toString = 'LruCache[maxSize=100,hits=13,misses=52,hitRate=20%]', 
08-05 17:36:17.722  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:36:18.198  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:18.202  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:20.124  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:36:20.124  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:20.124  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:20.124  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:20.124  2950 21299 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '53', toString = 'LruCache[maxSize=100,hits=13,misses=53,hitRate=19%]', 
08-05 17:36:20.124  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:36:20.666  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:20.669  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:24.079  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:36:24.080  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:24.080  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:24.080  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:24.080  2950 21299 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '54', toString = 'LruCache[maxSize=100,hits=13,misses=54,hitRate=19%]', 
08-05 17:36:24.080  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:36:24.655  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:24.659  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:25.094  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:36:25.094  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:25.094  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:25.094  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:25.094  2950 21299 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '55', toString = 'LruCache[maxSize=100,hits=13,misses=55,hitRate=19%]', 
08-05 17:36:25.094  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:36:25.586  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:25.590  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:27.507  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:36:27.507  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:36:27.507  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:27.507  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:36:27.507  2950 21299 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '56', toString = 'LruCache[maxSize=100,hits=13,misses=56,hitRate=18%]', 
08-05 17:36:27.508  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:36:28.031  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:36:28.034  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:36:29.073  2950 20651 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 17:36:29.075  2950 20651 D CustomInterceptor: HEADER REQUEST
08-05 17:36:29.075  2950 20651 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:36:29.075  2950 20651 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '57', toString = 'LruCache[maxSize=100,hits=13,misses=57,hitRate=18%]', 
08-05 17:36:29.075  2950 20651 D CustomInterceptor: PREFLIB GET REQUEST http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 17:36:29.075  2950 20651 D CustomInterceptor: PREFLIB found http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs, sending it back
